Episode Number,Random Agent,Naïve Sarsa,"Sarsa, Space Discretized","Sarsa, Space Discretized, Noisy Observation",Deep Q-Network,"Deep Q-Network, Noisy Observation",Dueling Deep Q-Network,"Dueling Deep Q-Network, Noisy Observation",REINFORCE,"REINFORCE, Noisy Observation"
4974,-1.86E+02,-9.17E+01,-8.45E+01,-1.39E+02,,,,,,
4975,-1.84E+02,-9.21E+01,-8.58E+01,-1.39E+02,,,,,,
4976,-1.83E+02,-8.98E+01,-8.62E+01,-1.39E+02,,,,,,
4977,-1.82E+02,-9.05E+01,-8.52E+01,-1.39E+02,,,,,,
4978,-1.79E+02,-8.98E+01,-8.50E+01,-1.39E+02,,,,,,
4979,-1.79E+02,-9.00E+01,-8.48E+01,-1.40E+02,,,,,,
4980,-1.79E+02,-8.92E+01,-8.42E+01,-1.40E+02,,,,,,
4981,-1.80E+02,-8.91E+01,-8.34E+01,-1.40E+02,,,,,,
4982,-1.79E+02,-8.88E+01,-8.41E+01,-1.40E+02,,,,,,
4983,-1.76E+02,-9.14E+01,-8.40E+01,-1.41E+02,,,,,,
4984,-1.75E+02,-9.10E+01,-8.33E+01,-1.40E+02,,,,,,
4985,-1.75E+02,-9.08E+01,-8.28E+01,-1.40E+02,,,,,,
4986,-1.75E+02,-9.06E+01,-8.21E+01,-1.41E+02,,,,,,
4987,-1.76E+02,-9.00E+01,-8.21E+01,-1.41E+02,,,,,,
4988,-1.77E+02,-9.25E+01,-8.09E+01,-1.43E+02,,,,,,
4989,-1.79E+02,-9.06E+01,-8.03E+01,-1.42E+02,,,,,,
4990,-1.79E+02,-9.03E+01,-8.01E+01,-1.43E+02,,,,,,
4991,-1.77E+02,-9.07E+01,-7.93E+01,-1.42E+02,,,,,,
4992,-1.78E+02,-9.12E+01,-7.94E+01,-1.44E+02,,,,,,
4993,-1.79E+02,-9.14E+01,-7.95E+01,-1.44E+02,,,,,,
4994,-1.80E+02,-9.09E+01,-7.86E+01,-1.42E+02,,,,,,
4995,-1.77E+02,-8.96E+01,-7.87E+01,-1.44E+02,,,,,,
4996,-1.78E+02,-8.99E+01,-7.86E+01,-1.42E+02,,,,,,
4997,-1.78E+02,-8.78E+01,-7.82E+01,-1.41E+02,,,,,,
4998,-1.79E+02,-8.79E+01,-7.99E+01,-1.41E+02,,,,,,
4999,-1.82E+02,-8.70E+01,-8.00E+01,-1.40E+02,,,,,,
5000,-1.81E+02,-8.71E+01,-7.91E+01,-1.41E+02,,,,,,
5001,-1.80E+02,-8.66E+01,-7.86E+01,-1.41E+02,,,,,,
5002,-1.80E+02,-8.54E+01,-7.73E+01,-1.42E+02,,,,,,
5003,-1.78E+02,-8.38E+01,-7.73E+01,-1.42E+02,,,,,,
5004,-1.77E+02,-8.41E+01,-7.68E+01,-1.42E+02,,,,,,
5005,-1.75E+02,-8.45E+01,-7.70E+01,-1.42E+02,,,,,,
5006,-1.74E+02,-8.44E+01,-7.71E+01,-1.41E+02,,,,,,
5007,-1.78E+02,-8.45E+01,-7.69E+01,-1.41E+02,,,,,,
5008,-1.79E+02,-8.44E+01,-7.62E+01,-1.42E+02,,,,,,
5009,-1.79E+02,-8.29E+01,-7.52E+01,-1.42E+02,,,,,,
5010,-1.79E+02,-8.24E+01,-7.50E+01,-1.42E+02,,,,,,
5011,-1.77E+02,-8.48E+01,-7.45E+01,-1.41E+02,,,,,,
5012,-1.75E+02,-8.51E+01,-7.46E+01,-1.40E+02,,,,,,
5013,-1.76E+02,-8.62E+01,-7.27E+01,-1.39E+02,,,,,,
5014,-1.76E+02,-8.66E+01,-7.27E+01,-1.38E+02,,,,,,
5015,-1.76E+02,-8.67E+01,-7.43E+01,-1.38E+02,,,,,,
5016,-1.79E+02,-8.55E+01,-7.59E+01,-1.38E+02,,,,,,
5017,-1.79E+02,-8.52E+01,-7.48E+01,-1.38E+02,,,,,,
5018,-1.80E+02,-8.37E+01,-7.38E+01,-1.39E+02,,,,,,
5019,-1.80E+02,-8.44E+01,-7.37E+01,-1.39E+02,,,,,,
5020,-1.80E+02,-8.43E+01,-7.13E+01,-1.39E+02,,,,,,
5021,-1.81E+02,-8.54E+01,-7.07E+01,-1.40E+02,,,,,,
5022,-1.77E+02,-8.65E+01,-7.17E+01,-1.40E+02,,,,,,
5023,-1.76E+02,-8.56E+01,-7.23E+01,-1.40E+02,,,,,,
5024,-1.77E+02,-8.53E+01,-7.21E+01,-1.39E+02,,,,,,
5025,-1.72E+02,-8.58E+01,-7.02E+01,-1.40E+02,,,,,,
5026,-1.73E+02,-8.58E+01,-7.00E+01,-1.41E+02,,,,,,
5027,-1.71E+02,-8.51E+01,-7.03E+01,-1.42E+02,,,,,,
5028,-1.69E+02,-8.37E+01,-6.81E+01,-1.42E+02,,,,,,
5029,-1.68E+02,-8.45E+01,-6.73E+01,-1.42E+02,,,,,,
5030,-1.71E+02,-8.45E+01,-6.80E+01,-1.42E+02,,,,,,
5031,-1.72E+02,-8.49E+01,-6.85E+01,-1.42E+02,,,,,,
5032,-1.72E+02,-8.58E+01,-6.90E+01,-1.41E+02,,,,,,
5033,-1.71E+02,-8.51E+01,-6.94E+01,-1.41E+02,,,,,,
5034,-1.71E+02,-8.52E+01,-6.57E+01,-1.41E+02,,,,,,
5035,-1.70E+02,-8.48E+01,-6.56E+01,-1.40E+02,,,,,,
5036,-1.69E+02,-8.49E+01,-6.67E+01,-1.42E+02,,,,,,
5037,-1.69E+02,-8.35E+01,-6.49E+01,-1.43E+02,,,,,,
5038,-1.69E+02,-8.44E+01,-6.39E+01,-1.43E+02,,,,,,
5039,-1.67E+02,-8.70E+01,-6.40E+01,-1.43E+02,,,,,,
5040,-1.68E+02,-8.70E+01,-6.14E+01,-1.42E+02,,,,,,
5041,-1.66E+02,-8.64E+01,-6.16E+01,-1.42E+02,,,,,,
5042,-1.64E+02,-8.66E+01,-5.93E+01,-1.41E+02,,,,,,
5043,-1.63E+02,-8.81E+01,-5.86E+01,-1.41E+02,,,,,,
5044,-1.66E+02,-8.91E+01,-5.81E+01,-1.40E+02,,,,,,
5045,-1.67E+02,-8.91E+01,-5.84E+01,-1.40E+02,,,,,,
5046,-1.67E+02,-8.72E+01,-5.89E+01,-1.40E+02,,,,,,
5047,-1.68E+02,-8.74E+01,-5.77E+01,-1.41E+02,,,,,,
5048,-1.68E+02,-8.67E+01,-5.57E+01,-1.39E+02,,,,,,
5049,-1.67E+02,-8.67E+01,-5.58E+01,-1.39E+02,,,,,,
5050,-1.67E+02,-8.76E+01,-5.53E+01,-1.40E+02,,,,,,
5051,-1.66E+02,-8.71E+01,-5.63E+01,-1.39E+02,,,,,,
5052,-1.67E+02,-8.70E+01,-5.57E+01,-1.39E+02,,,,,,
5053,-1.67E+02,-8.62E+01,-5.66E+01,-1.39E+02,,,,,,
5054,-1.69E+02,-8.81E+01,-5.51E+01,-1.39E+02,,,,,,
5055,-1.69E+02,-8.91E+01,-5.56E+01,-1.39E+02,,,,,,
5056,-1.68E+02,-8.69E+01,-5.58E+01,-1.39E+02,,,,,,
5057,-1.67E+02,-8.62E+01,-5.45E+01,-1.39E+02,,,,,,
5058,-1.67E+02,-8.62E+01,-5.64E+01,-1.39E+02,,,,,,
5059,-1.68E+02,-8.64E+01,-5.58E+01,-1.40E+02,,,,,,
5060,-1.68E+02,-8.58E+01,-5.73E+01,-1.39E+02,,,,,,
5061,-1.66E+02,-8.37E+01,-5.58E+01,-1.42E+02,,,,,,
5062,-1.67E+02,-8.18E+01,-5.63E+01,-1.42E+02,,,,,,
5063,-1.65E+02,-7.98E+01,-5.65E+01,-1.42E+02,,,,,,
5064,-1.64E+02,-7.97E+01,-5.60E+01,-1.44E+02,,,,,,
5065,-1.65E+02,-7.89E+01,-5.63E+01,-1.43E+02,,,,,,
5066,-1.64E+02,-7.67E+01,-5.68E+01,-1.43E+02,,,,,,
5067,-1.63E+02,-7.63E+01,-5.73E+01,-1.43E+02,,,,,,
5068,-1.66E+02,-7.63E+01,-5.78E+01,-1.43E+02,,,,,,
5069,-1.66E+02,-7.64E+01,-5.99E+01,-1.43E+02,,,,,,
5070,-1.69E+02,-7.60E+01,-6.00E+01,-1.43E+02,,,,,,
5071,-1.70E+02,-7.57E+01,-6.00E+01,-1.43E+02,,,,,,
5072,-1.72E+02,-7.54E+01,-6.00E+01,-1.43E+02,,,,,,
5073,-1.71E+02,-7.86E+01,-6.01E+01,-1.43E+02,,,,,,
5074,-1.72E+02,-7.78E+01,-5.92E+01,-1.43E+02,,,,,,
5075,-1.75E+02,-7.67E+01,-5.87E+01,-1.42E+02,,,,,,
5076,-1.75E+02,-7.59E+01,-5.57E+01,-1.42E+02,,,,,,
5077,-1.74E+02,-7.24E+01,-5.58E+01,-1.43E+02,,,,,,
5078,-1.75E+02,-7.38E+01,-5.49E+01,-1.43E+02,,,,,,
5079,-1.73E+02,-7.44E+01,-5.51E+01,-1.42E+02,,,,,,
5080,-1.74E+02,-7.48E+01,-5.72E+01,-1.41E+02,,,,,,
5081,-1.74E+02,-7.59E+01,-5.88E+01,-1.41E+02,,,,,,
5082,-1.73E+02,-7.65E+01,-5.83E+01,-1.40E+02,,,,,,
5083,-1.76E+02,-7.49E+01,-5.78E+01,-1.40E+02,,,,,,
5084,-1.77E+02,-7.68E+01,-5.82E+01,-1.40E+02,,,,,,
5085,-1.76E+02,-7.79E+01,-6.17E+01,-1.40E+02,,,,,,
5086,-1.77E+02,-7.86E+01,-6.26E+01,-1.40E+02,,,,,,
5087,-1.74E+02,-7.88E+01,-6.25E+01,-1.41E+02,,,,,,
5088,-1.75E+02,-7.69E+01,-6.26E+01,-1.39E+02,,,,,,
5089,-1.74E+02,-7.54E+01,-6.26E+01,-1.39E+02,,,,,,
5090,-1.74E+02,-7.46E+01,-6.18E+01,-1.39E+02,,,,,,
5091,-1.75E+02,-7.48E+01,-6.20E+01,-1.39E+02,,,,,,
5092,-1.74E+02,-7.49E+01,-6.30E+01,-1.38E+02,,,,,,
5093,-1.71E+02,-7.51E+01,-6.29E+01,-1.38E+02,,,,,,
5094,-1.72E+02,-7.28E+01,-6.23E+01,-1.37E+02,,,,,,
5095,-1.73E+02,-7.35E+01,-6.21E+01,-1.37E+02,,,,,,
5096,-1.72E+02,-7.47E+01,-6.29E+01,-1.40E+02,,,,,,
5097,-1.72E+02,-7.54E+01,-6.15E+01,-1.41E+02,,,,,,
5098,-1.71E+02,-7.65E+01,-6.05E+01,-1.41E+02,,,,,,
5099,-1.70E+02,-7.68E+01,-6.01E+01,-1.41E+02,,,,,,
5100,-1.72E+02,-7.78E+01,-6.04E+01,-1.41E+02,,,,,,
5101,-1.72E+02,-7.77E+01,-6.19E+01,-1.41E+02,,,,,,
5102,-1.73E+02,-7.70E+01,-6.17E+01,-1.40E+02,,,,,,
5103,-1.73E+02,-7.72E+01,-6.15E+01,-1.41E+02,,,,,,
5104,-1.74E+02,-7.66E+01,-6.22E+01,-1.41E+02,,,,,,
5105,-1.75E+02,-7.64E+01,-6.14E+01,-1.39E+02,,,,,,
5106,-1.76E+02,-7.64E+01,-6.35E+01,-1.39E+02,,,,,,
5107,-1.73E+02,-7.65E+01,-6.50E+01,-1.39E+02,,,,,,
5108,-1.72E+02,-7.80E+01,-6.46E+01,-1.39E+02,,,,,,
5109,-1.71E+02,-7.96E+01,-6.46E+01,-1.39E+02,,,,,,
5110,-1.71E+02,-8.17E+01,-6.62E+01,-1.38E+02,,,,,,
5111,-1.72E+02,-8.21E+01,-6.69E+01,-1.39E+02,,,,,,
5112,-1.72E+02,-8.21E+01,-6.70E+01,-1.38E+02,,,,,,
5113,-1.71E+02,-8.13E+01,-6.66E+01,-1.38E+02,,,,,,
5114,-1.72E+02,-8.13E+01,-6.68E+01,-1.39E+02,,,,,,
5115,-1.72E+02,-8.16E+01,-6.51E+01,-1.39E+02,,,,,,
5116,-1.69E+02,-8.25E+01,-6.64E+01,-1.39E+02,,,,,,
5117,-1.69E+02,-8.23E+01,-6.59E+01,-1.40E+02,,,,,,
5118,-1.68E+02,-8.35E+01,-6.73E+01,-1.39E+02,,,,,,
5119,-1.67E+02,-8.28E+01,-6.77E+01,-1.39E+02,,,,,,
5120,-1.67E+02,-8.32E+01,-6.75E+01,-1.38E+02,,,,,,
5121,-1.66E+02,-8.30E+01,-6.75E+01,-1.38E+02,,,,,,
5122,-1.67E+02,-8.10E+01,-6.67E+01,-1.38E+02,,,,,,
5123,-1.67E+02,-7.98E+01,-6.66E+01,-1.37E+02,,,,,,
5124,-1.67E+02,-8.15E+01,-6.66E+01,-1.37E+02,,,,,,
5125,-1.69E+02,-7.98E+01,-6.72E+01,-1.37E+02,,,,,,
5126,-1.68E+02,-7.98E+01,-6.76E+01,-1.36E+02,,,,,,
5127,-1.69E+02,-8.02E+01,-6.71E+01,-1.37E+02,,,,,,
5128,-1.70E+02,-8.09E+01,-7.04E+01,-1.37E+02,,,,,,
5129,-1.69E+02,-8.05E+01,-7.02E+01,-1.36E+02,,,,,,
5130,-1.67E+02,-8.05E+01,-7.03E+01,-1.37E+02,,,,,,
5131,-1.66E+02,-8.03E+01,-7.06E+01,-1.37E+02,,,,,,
5132,-1.66E+02,-8.05E+01,-7.03E+01,-1.37E+02,,,,,,
5133,-1.66E+02,-8.26E+01,-6.93E+01,-1.38E+02,,,,,,
5134,-1.66E+02,-8.15E+01,-7.38E+01,-1.38E+02,,,,,,
5135,-1.69E+02,-8.22E+01,-7.39E+01,-1.39E+02,,,,,,
5136,-1.68E+02,-8.19E+01,-7.31E+01,-1.37E+02,,,,,,
5137,-1.68E+02,-8.13E+01,-7.46E+01,-1.35E+02,,,,,,
5138,-1.68E+02,-8.13E+01,-7.52E+01,-1.36E+02,,,,,,
5139,-1.68E+02,-8.10E+01,-7.53E+01,-1.36E+02,,,,,,
5140,-1.67E+02,-8.10E+01,-7.60E+01,-1.36E+02,,,,,,
5141,-1.67E+02,-8.25E+01,-7.61E+01,-1.38E+02,,,,,,
5142,-1.67E+02,-8.42E+01,-7.59E+01,-1.38E+02,,,,,,
5143,-1.64E+02,-8.32E+01,-7.65E+01,-1.38E+02,,,,,,
5144,-1.62E+02,-8.14E+01,-7.94E+01,-1.39E+02,,,,,,
5145,-1.62E+02,-8.12E+01,-8.01E+01,-1.39E+02,,,,,,
5146,-1.62E+02,-8.17E+01,-7.91E+01,-1.39E+02,,,,,,
5147,-1.62E+02,-8.12E+01,-7.87E+01,-1.39E+02,,,,,,
5148,-1.61E+02,-8.09E+01,-7.86E+01,-1.39E+02,,,,,,
5149,-1.61E+02,-8.08E+01,-7.89E+01,-1.40E+02,,,,,,
5150,-1.62E+02,-8.04E+01,-7.80E+01,-1.40E+02,,,,,,
5151,-1.65E+02,-8.23E+01,-7.78E+01,-1.42E+02,,,,,,
5152,-1.64E+02,-8.17E+01,-7.81E+01,-1.42E+02,,,,,,
5153,-1.63E+02,-8.17E+01,-7.77E+01,-1.42E+02,,,,,,
5154,-1.61E+02,-8.28E+01,-7.89E+01,-1.43E+02,,,,,,
5155,-1.64E+02,-8.27E+01,-7.92E+01,-1.44E+02,,,,,,
5156,-1.67E+02,-8.22E+01,-7.93E+01,-1.45E+02,,,,,,
5157,-1.66E+02,-8.58E+01,-8.01E+01,-1.45E+02,,,,,,
5158,-1.65E+02,-8.47E+01,-7.86E+01,-1.45E+02,,,,,,
5159,-1.64E+02,-8.41E+01,-7.87E+01,-1.45E+02,,,,,,
5160,-1.64E+02,-8.58E+01,-7.85E+01,-1.45E+02,,,,,,
5161,-1.66E+02,-8.77E+01,-7.80E+01,-1.42E+02,,,,,,
5162,-1.65E+02,-8.63E+01,-7.76E+01,-1.42E+02,,,,,,
5163,-1.64E+02,-8.63E+01,-7.80E+01,-1.43E+02,,,,,,
5164,-1.64E+02,-8.81E+01,-7.83E+01,-1.40E+02,,,,,,
5165,-1.64E+02,-9.09E+01,-7.82E+01,-1.41E+02,,,,,,
5166,-1.64E+02,-9.14E+01,-7.54E+01,-1.40E+02,,,,,,
5167,-1.67E+02,-9.19E+01,-7.43E+01,-1.40E+02,,,,,,
5168,-1.63E+02,-9.17E+01,-7.31E+01,-1.40E+02,,,,,,
5169,-1.64E+02,-9.13E+01,-7.12E+01,-1.40E+02,,,,,,
5170,-1.63E+02,-9.21E+01,-7.12E+01,-1.40E+02,,,,,,
5171,-1.62E+02,-9.10E+01,-7.05E+01,-1.41E+02,,,,,,
5172,-1.60E+02,-9.13E+01,-7.07E+01,-1.40E+02,,,,,,
5173,-1.61E+02,-8.91E+01,-7.21E+01,-1.40E+02,,,,,,
5174,-1.60E+02,-8.95E+01,-7.44E+01,-1.40E+02,,,,,,
5175,-1.57E+02,-9.05E+01,-7.41E+01,-1.40E+02,,,,,,
5176,-1.58E+02,-9.04E+01,-7.55E+01,-1.39E+02,,,,,,
5177,-1.59E+02,-9.27E+01,-7.54E+01,-1.39E+02,,,,,,
5178,-1.59E+02,-9.17E+01,-7.46E+01,-1.39E+02,,,,,,
5179,-1.61E+02,-8.95E+01,-7.62E+01,-1.39E+02,,,,,,
5180,-1.61E+02,-8.98E+01,-7.43E+01,-1.40E+02,,,,,,
5181,-1.62E+02,-8.86E+01,-7.39E+01,-1.40E+02,,,,,,
5182,-1.65E+02,-8.83E+01,-7.51E+01,-1.41E+02,,,,,,
5183,-1.63E+02,-8.93E+01,-7.62E+01,-1.42E+02,,,,,,
5184,-1.64E+02,-8.72E+01,-7.69E+01,-1.42E+02,,,,,,
5185,-1.66E+02,-8.83E+01,-7.43E+01,-1.42E+02,,,,,,
5186,-1.65E+02,-8.89E+01,-7.64E+01,-1.42E+02,,,,,,
5187,-1.65E+02,-8.88E+01,-7.68E+01,-1.41E+02,,,,,,
5188,-1.66E+02,-8.88E+01,-7.84E+01,-1.41E+02,,,,,,
5189,-1.66E+02,-9.04E+01,-7.88E+01,-1.41E+02,,,,,,
5190,-1.67E+02,-9.11E+01,-8.04E+01,-1.41E+02,,,,,,
5191,-1.68E+02,-9.06E+01,-7.99E+01,-1.41E+02,,,,,,
5192,-1.67E+02,-8.97E+01,-7.93E+01,-1.42E+02,,,,,,
5193,-1.67E+02,-8.96E+01,-7.97E+01,-1.41E+02,,,,,,
5194,-1.68E+02,-9.14E+01,-8.15E+01,-1.41E+02,,,,,,
5195,-1.65E+02,-9.13E+01,-8.11E+01,-1.41E+02,,,,,,
5196,-1.66E+02,-8.99E+01,-8.09E+01,-1.40E+02,,,,,,
5197,-1.65E+02,-8.97E+01,-8.16E+01,-1.40E+02,,,,,,
5198,-1.65E+02,-8.89E+01,-8.07E+01,-1.40E+02,,,,,,
5199,-1.64E+02,-8.89E+01,-8.08E+01,-1.40E+02,,,,,,
5200,-1.65E+02,-9.06E+01,-8.02E+01,-1.40E+02,,,,,,
5201,-1.64E+02,-9.18E+01,-7.90E+01,-1.40E+02,,,,,,
5202,-1.66E+02,-9.19E+01,-7.79E+01,-1.40E+02,,,,,,
5203,-1.66E+02,-9.19E+01,-7.79E+01,-1.40E+02,,,,,,
5204,-1.67E+02,-9.33E+01,-7.73E+01,-1.40E+02,,,,,,
5205,-1.67E+02,-9.41E+01,-7.88E+01,-1.41E+02,,,,,,
5206,-1.65E+02,-9.64E+01,-7.75E+01,-1.42E+02,,,,,,
5207,-1.64E+02,-9.59E+01,-7.57E+01,-1.42E+02,,,,,,
5208,-1.64E+02,-9.41E+01,-7.67E+01,-1.42E+02,,,,,,
5209,-1.65E+02,-9.35E+01,-7.57E+01,-1.42E+02,,,,,,
5210,-1.66E+02,-9.13E+01,-7.51E+01,-1.42E+02,,,,,,
5211,-1.65E+02,-8.84E+01,-7.49E+01,-1.42E+02,,,,,,
5212,-1.66E+02,-8.77E+01,-7.41E+01,-1.42E+02,,,,,,
5213,-1.63E+02,-8.69E+01,-7.42E+01,-1.41E+02,,,,,,
5214,-1.62E+02,-8.72E+01,-7.32E+01,-1.42E+02,,,,,,
5215,-1.63E+02,-8.77E+01,-7.28E+01,-1.42E+02,,,,,,
5216,-1.65E+02,-8.67E+01,-7.30E+01,-1.41E+02,,,,,,
5217,-1.65E+02,-8.74E+01,-7.28E+01,-1.40E+02,,,,,,
5218,-1.66E+02,-8.54E+01,-7.35E+01,-1.40E+02,,,,,,
5219,-1.66E+02,-8.43E+01,-7.64E+01,-1.41E+02,,,,,,
5220,-1.64E+02,-8.60E+01,-7.65E+01,-1.43E+02,,,,,,
5221,-1.65E+02,-8.65E+01,-7.59E+01,-1.42E+02,,,,,,
5222,-1.64E+02,-8.67E+01,-7.61E+01,-1.42E+02,,,,,,
5223,-1.65E+02,-8.62E+01,-7.56E+01,-1.44E+02,,,,,,
5224,-1.64E+02,-8.45E+01,-7.79E+01,-1.44E+02,,,,,,
5225,-1.64E+02,-8.45E+01,-7.71E+01,-1.44E+02,,,,,,
5226,-1.65E+02,-8.47E+01,-7.69E+01,-1.44E+02,,,,,,
5227,-1.64E+02,-8.48E+01,-7.70E+01,-1.43E+02,,,,,,
5228,-1.62E+02,-8.47E+01,-7.48E+01,-1.43E+02,,,,,,
5229,-1.62E+02,-8.46E+01,-7.48E+01,-1.43E+02,,,,,,
5230,-1.62E+02,-8.52E+01,-7.39E+01,-1.43E+02,,,,,,
5231,-1.62E+02,-8.50E+01,-7.39E+01,-1.43E+02,,,,,,
5232,-1.62E+02,-8.46E+01,-7.39E+01,-1.42E+02,,,,,,
5233,-1.64E+02,-7.94E+01,-7.48E+01,-1.42E+02,,,,,,
5234,-1.64E+02,-8.13E+01,-7.41E+01,-1.42E+02,,,,,,
5235,-1.63E+02,-8.14E+01,-7.39E+01,-1.41E+02,,,,,,
5236,-1.64E+02,-8.13E+01,-7.33E+01,-1.42E+02,,,,,,
5237,-1.64E+02,-8.21E+01,-7.24E+01,-1.42E+02,,,,,,
5238,-1.65E+02,-8.16E+01,-7.43E+01,-1.42E+02,,,,,,
5239,-1.66E+02,-8.16E+01,-7.50E+01,-1.45E+02,,,,,,
5240,-1.67E+02,-8.16E+01,-7.35E+01,-1.45E+02,,,,,,
5241,-1.67E+02,-8.08E+01,-7.40E+01,-1.43E+02,,,,,,
5242,-1.68E+02,-7.86E+01,-7.46E+01,-1.43E+02,,,,,,
5243,-1.68E+02,-7.83E+01,-7.46E+01,-1.43E+02,,,,,,
5244,-1.70E+02,-8.19E+01,-7.18E+01,-1.43E+02,,,,,,
5245,-1.69E+02,-8.19E+01,-7.15E+01,-1.43E+02,,,,,,
5246,-1.72E+02,-8.24E+01,-7.13E+01,-1.42E+02,,,,,,
5247,-1.72E+02,-8.46E+01,-7.18E+01,-1.42E+02,,,,,,
5248,-1.73E+02,-8.38E+01,-7.24E+01,-1.42E+02,,,,,,
5249,-1.71E+02,-8.55E+01,-7.23E+01,-1.41E+02,,,,,,
5250,-1.71E+02,-8.56E+01,-7.39E+01,-1.42E+02,,,,,,
5251,-1.68E+02,-8.34E+01,-7.26E+01,-1.40E+02,,,,,,
5252,-1.68E+02,-8.45E+01,-7.25E+01,-1.40E+02,,,,,,
5253,-1.68E+02,-8.50E+01,-7.22E+01,-1.41E+02,,,,,,
5254,-1.69E+02,-8.43E+01,-7.11E+01,-1.41E+02,,,,,,
5255,-1.69E+02,-8.42E+01,-7.07E+01,-1.41E+02,,,,,,
5256,-1.66E+02,-8.40E+01,-7.07E+01,-1.38E+02,,,,,,
5257,-1.67E+02,-8.00E+01,-7.05E+01,-1.38E+02,,,,,,
5258,-1.66E+02,-8.06E+01,-7.07E+01,-1.37E+02,,,,,,
5259,-1.66E+02,-8.09E+01,-7.02E+01,-1.37E+02,,,,,,
5260,-1.67E+02,-7.99E+01,-6.91E+01,-1.36E+02,,,,,,
5261,-1.66E+02,-8.02E+01,-7.00E+01,-1.36E+02,,,,,,
5262,-1.69E+02,-8.08E+01,-6.92E+01,-1.35E+02,,,,,,
5263,-1.71E+02,-8.08E+01,-6.89E+01,-1.35E+02,,,,,,
5264,-1.72E+02,-7.87E+01,-7.09E+01,-1.36E+02,,,,,,
5265,-1.72E+02,-7.61E+01,-7.11E+01,-1.36E+02,,,,,,
5266,-1.73E+02,-7.68E+01,-7.32E+01,-1.38E+02,,,,,,
5267,-1.72E+02,-7.59E+01,-7.34E+01,-1.38E+02,,,,,,
5268,-1.72E+02,-7.57E+01,-7.39E+01,-1.37E+02,,,,,,
5269,-1.72E+02,-7.80E+01,-7.44E+01,-1.37E+02,,,,,,
5270,-1.70E+02,-7.55E+01,-7.46E+01,-1.37E+02,,,,,,
5271,-1.72E+02,-7.59E+01,-7.50E+01,-1.37E+02,,,,,,
5272,-1.72E+02,-7.60E+01,-7.48E+01,-1.37E+02,,,,,,
5273,-1.71E+02,-7.53E+01,-7.36E+01,-1.36E+02,,,,,,
5274,-1.72E+02,-7.65E+01,-7.12E+01,-1.37E+02,,,,,,
5275,-1.73E+02,-7.61E+01,-7.24E+01,-1.38E+02,,,,,,
5276,-1.75E+02,-7.56E+01,-7.25E+01,-1.38E+02,,,,,,
5277,-1.76E+02,-7.82E+01,-7.23E+01,-1.38E+02,,,,,,
5278,-1.77E+02,-7.79E+01,-7.35E+01,-1.39E+02,,,,,,
5279,-1.76E+02,-7.87E+01,-7.22E+01,-1.39E+02,,,,,,
5280,-1.75E+02,-7.77E+01,-7.20E+01,-1.40E+02,,,,,,
5281,-1.76E+02,-7.84E+01,-7.17E+01,-1.39E+02,,,,,,
5282,-1.74E+02,-7.73E+01,-7.30E+01,-1.39E+02,,,,,,
5283,-1.73E+02,-7.62E+01,-7.28E+01,-1.39E+02,,,,,,
5284,-1.71E+02,-7.86E+01,-7.27E+01,-1.39E+02,,,,,,
5285,-1.69E+02,-7.65E+01,-7.20E+01,-1.39E+02,,,,,,
5286,-1.68E+02,-7.48E+01,-6.99E+01,-1.39E+02,,,,,,
5287,-1.69E+02,-7.55E+01,-6.88E+01,-1.40E+02,,,,,,
5288,-1.70E+02,-7.56E+01,-6.82E+01,-1.38E+02,,,,,,
5289,-1.71E+02,-7.47E+01,-6.81E+01,-1.38E+02,,,,,,
5290,-1.71E+02,-7.45E+01,-6.66E+01,-1.38E+02,,,,,,
5291,-1.73E+02,-7.53E+01,-6.75E+01,-1.40E+02,,,,,,
5292,-1.72E+02,-7.73E+01,-6.75E+01,-1.40E+02,,,,,,
5293,-1.72E+02,-7.79E+01,-6.72E+01,-1.40E+02,,,,,,
5294,-1.70E+02,-7.75E+01,-6.52E+01,-1.40E+02,,,,,,
5295,-1.73E+02,-7.69E+01,-6.51E+01,-1.40E+02,,,,,,
5296,-1.76E+02,-7.64E+01,-6.46E+01,-1.39E+02,,,,,,
5297,-1.77E+02,-7.64E+01,-6.50E+01,-1.39E+02,,,,,,
5298,-1.78E+02,-7.59E+01,-6.57E+01,-1.40E+02,,,,,,
5299,-1.81E+02,-7.58E+01,-6.56E+01,-1.40E+02,,,,,,
5300,-1.79E+02,-7.42E+01,-6.56E+01,-1.40E+02,,,,,,
5301,-1.79E+02,-7.27E+01,-6.55E+01,-1.40E+02,,,,,,
5302,-1.75E+02,-7.36E+01,-6.57E+01,-1.40E+02,,,,,,
5303,-1.78E+02,-7.45E+01,-6.53E+01,-1.40E+02,,,,,,
5304,-1.77E+02,-7.43E+01,-6.58E+01,-1.40E+02,,,,,,
5305,-1.76E+02,-7.32E+01,-6.46E+01,-1.40E+02,,,,,,
5306,-1.77E+02,-7.17E+01,-6.37E+01,-1.40E+02,,,,,,
5307,-1.76E+02,-7.25E+01,-6.45E+01,-1.40E+02,,,,,,
5308,-1.76E+02,-7.25E+01,-6.57E+01,-1.41E+02,,,,,,
5309,-1.75E+02,-7.20E+01,-6.72E+01,-1.41E+02,,,,,,
5310,-1.77E+02,-7.23E+01,-6.59E+01,-1.40E+02,,,,,,
